Product name,Reviews,Reviews_title
First Call Kentucky Straight Rye Whiskey 750ml,"Love the taste and the smoothness. The best part, you won't break the bank.",Great Value
First Call Kentucky Straight Rye Whiskey 750ml,Great rich rye!,Rich Rye!
First Call Kentucky Straight Rye Whiskey 750ml,Great whiskey for Old Fashioneds. Great value,Great Rye!
First Call Kentucky Straight Rye Whiskey 750ml,I was so pleasantly surprised to use my $5 off TWM coupon on this rye whiskey I'd not heard of before. Tried it over ice and found it to be have that rye spicy flavor while retaining a surprising smoothness. What a great find.,Great Value For The Price
First Call Kentucky Straight Rye Whiskey 750ml,"They had this as a special so I tried it, and I was so happy I did. Will get this again.",Nice And Smooth And Good Flavor
First Call Kentucky Straight Rye Whiskey 750ml,This is my second bottle and it will be a staple on my bar. Great taste and value. I’m looking forward to trying the First Call bourbon.,Great Taste And Value
First Call Kentucky Straight Rye Whiskey 750ml,I chose to give this a try as I normally drink Bulleit Rye whiskey. I really like the balance of flavors. I will get this again.,"Bold, Clean, Rye Taste"
First Call Kentucky Straight Rye Whiskey 750ml,it's ok if ya want the aftertaste but I can't recommend this for any flavor,First Call Try
First Call Kentucky Straight Rye Whiskey 750ml,"We are bourbon and scotch enthusiasts and decided to try First Call rye when it was first released at Total Wine & More. We were not disappointed with its big flavors, smoothness and white pepper finish. Great price and quality as well!",Our First Rye!
First Call Kentucky Straight Rye Whiskey 750ml,"Nothing special going on here. Smooth, balanced, but no really distinctive character. Tried it as an alternative to Bulliet, and likely going back.",Middle Of The Road Rye
First Call Kentucky Straight Rye Whiskey 750ml,,
First Call Kentucky Straight Rye Whiskey 750ml,"This rye whiskey is very good in Manhattans and Sazeracs, also good with a single large ice cube. Great value for the money, comparable to much more expensive ryes.",Very Good Rye
First Call Kentucky Straight Rye Whiskey 750ml,,
First Call Kentucky Straight Rye Whiskey 750ml,"Makes a great Manhattan, or sipping with an ice ball in the glass. Price is nice too",Very Nice Blend!
First Call Kentucky Straight Rye Whiskey 750ml,,
First Call Kentucky Straight Rye Whiskey 750ml,"Ryes can very often miss the mark, but this one was good, especially for such a reasonable price. It was recommended by an employee of Total Wine. I would recommend it.",Good Rye
First Call Kentucky Straight Rye Whiskey 750ml,Needs some aging but an excellent taste,Smooth Rye
First Call Kentucky Straight Rye Whiskey 750ml,"It was good, but not a straight Rye drinking brand. Was better mixed with soda. Not as smooth as I would have hoped.",A Bit Of An After Taste
First Call Kentucky Straight Rye Whiskey 750ml,Great whiskey for the price,Smoooooooth
First Call Kentucky Straight Rye Whiskey 750ml,"Would have been four stars but the price justifies a fifth. Great quality taste in cocktails, and ok to drink on its own with a few drops of water",Good Stuff
First Call Kentucky Straight Rye Whiskey 750ml,Do not waste your money. There is a reason it is so cheap. TW is trying to offload their bad purchase.,Nasty
First Call Kentucky Straight Rye Whiskey 750ml,1 ICE CUBE TO 2.5 OUNCE SHOT DELICOUS!!!,SMOOTH
First Call Kentucky Straight Rye Whiskey 750ml,,Smooth
First Call Kentucky Straight Rye Whiskey 750ml,I found this whiskey harsh. It might be OK in a mixed drink but not on the rocks or neat.,Rather Harsh
First Call Kentucky Straight Rye Whiskey 750ml,,
First Call Kentucky Straight Rye Whiskey 750ml,"While did not try neat, it made a great traditional Manhattan.",NOT NEAT BUT MANHATTAN
First Call Kentucky Straight Rye Whiskey 750ml,,Meh
First Call Kentucky Straight Rye Whiskey 750ml,Flavorful and easy to drink over ice,Great Bang For You Buck!
First Call Kentucky Straight Rye Whiskey 750ml,If that's a word. not a strong smokey bite.,Soft Smokeyness
First Call Kentucky Straight Rye Whiskey 750ml,Very good even at twice the price.,Tasty Rye
First Call Kentucky Straight Rye Whiskey 750ml,"Nice rye finish, all around great flavor! Great Price",Delicious
First Call Kentucky Straight Rye Whiskey 750ml,"Interesting on the nose, taste good, long and complex finish.",A Great Rye For A Great Price.
First Call Kentucky Straight Rye Whiskey 750ml,"I'm a pretty loyal Bulleit Rye drinker, but have tried a number of lower-mid range rye's. I picked up a bottle of First Call Rye to try since Bulleit's price was recently raised to a couple bucks more. I will continue to buy Bulleit as a first choice, but I will occasionally grab a bottle of First Call. The taste is pretty smooth and comparable to Bulleit.",Pleasantly Surprised
First Call Kentucky Straight Rye Whiskey 750ml,"I grabbed a bottle of the rye recently and I really enjoyed it a lot. It didn’t blow me out of the water, but it was a tasty bottle for a decent price. Makes a great Old Fashioned and was a good sipper on the rocks. I’d keep it in my rotation.",Pleasant Surprise
First Call Kentucky Straight Rye Whiskey 750ml,I'm a Sazerac drinker and usually by that brand of rye. I tried First Call on a whim and found it much smoother and fruitier by comparison. I've been converted.,Great Features.
First Call Kentucky Straight Rye Whiskey 750ml,"I was reluctant to try a straight the for some reason, but I'm glad I took the chance! Good flavor and smooth!",Great Rye
First Call Kentucky Straight Rye Whiskey 750ml,I bought it about a month or less ago and very happy with it.,Groovy Taste!
First Call Kentucky Straight Rye Whiskey 750ml,"We shared our bottle of “First Call” with our friends! We all enjoyed the flavor, so smooth. They were amazed at the price of the bottle.",Love The Label!
First Call Kentucky Straight Rye Whiskey 750ml,"odd ""chemical"" aftertaste",Last Call
First Call Kentucky Straight Rye Whiskey 750ml,"Nose: Rye Spice Taste: Spice, small amount of sweetness, thin Finish: thin mouthfeel, high ethanol flavor for the proof Good for the price point, might try in some mixers",First Call Kentucky Straight Rye Reviw
First Call Kentucky Straight Rye Whiskey 750ml,"This is a great rye at a great price. (10% off coupon) Straight sipper on a block, @90 proof it’s easy down with a ton of flavor. Not sharp, will buy again at this price.",Great Rye
First Call Kentucky Straight Rye Whiskey 750ml,It was good at first but it got worse a week later,Disappointing
First Call Kentucky Straight Rye Whiskey 750ml,Wanted a reasonably-priced option for everyday Manhattans. This filled the need.,Good Taste / Good Value
First Call Kentucky Straight Rye Whiskey 750ml,"Smooth, can sip or mix",New Fav
First Call Kentucky Straight Rye Whiskey 750ml,,Crisp Flava
First Call Kentucky Straight Rye Whiskey 750ml,This rye is great for a cocktail and surprisingly smooth. I’ll be buying again for sure!,"Nice Rye, Great Price"
First Call Kentucky Straight Rye Whiskey 750ml,"I’m always willing to try new bourbons and ryes because you never know if you will find a bargain staple or a diamond in the rough. Unfortunately I can’t say that about First Call. I’ve tried to let it open up, water, ice but still not overly appealing. Maybe better as a mixer.",Last Call
Longhorn Straight Texas Rye Whiskey 750ml,"My favorite rye is Bulleit, but thought I’d try something different. I am not a fan of smokey flavor, so it didn’t appeal to me.",Too Smokey For Me
Longhorn Straight Texas Rye Whiskey 750ml,"One could probably find ""better"" and more complex ryes at two or three times the price, but for under $30, Longhorn (made in Houston) Straight Texas Rye gets high marks from me. It's fascinating and enjoyable neat and makes its presence known subtly but clearly when mixed with ginger ale. It's also good with an ice cube or a splash of water. I tend to enjoy ryes with a high rye content and ones made in an old-fashioned way. I will probably be experimenting in the future with some higher-priced ryes with creative barrel aging, but for a regular go-to rye that is flavorful and has the unique rye 'bite,' Longhorn is my new choice.",Quality Rye That'S A Great Value.
Longhorn Straight Texas Rye Whiskey 750ml,"It somehow tastes like leather lol, honestly it mixes well with coke, but I am not particularly satisfied with it. I would prefer to have purchased a bottle of Jack Daniels.",Not A Sipping Whiskey
Longhorn Straight Texas Rye Whiskey 750ml,I bought this a few weeks ago. Brought it out with friends to share. Everyone enjoyed the flavor. Had it both ways. Ice and neat. When you drink it neat. You will appreciate it more.,Very Smooth. Good Value
Darby'S Reserve Rye Whiskey 750ml,I will only buy Darby’s from now on.,Great Value
Darby'S Reserve Rye Whiskey 750ml,,Like Everything About It
Darby'S Reserve Rye Whiskey 750ml,"Good Rye whiskey at a great price . I enjoy it ove a big rock of ice ,sips very nice .",Darby'S Reserve Rye Whiskey
Darby'S Reserve Rye Whiskey 750ml,I like the flavor provided by rye grain. Very smooth. I much prefer it to the bourbon and whiskey from corn.,Smoothness
Darby'S Reserve Rye Whiskey 750ml,Bought this about a month ago and plan to buy again next time around.,"Great Bold Flavor, Very Good In A Cocktail"
Darby'S Reserve Rye Whiskey 750ml,,
Darby'S Reserve Rye Whiskey 750ml,Best rye for the price. I disagree with other reviewers that have described it as inconsistent bottle to bottle. I've purchased many (primarily to use in my many riffs on the venerable old fashioned) and have found it to be consistently excellent,Solid Cocktail-Makin' Rye
Darby'S Reserve Rye Whiskey 750ml,"Was on sale for $19.99 asked one of the guys on the bourbon aisle about it, he said it was worth trying. Really pleased with smooth finish and good flavor, also great mixed in Old Fashion",Small Batch Rye
Darby'S Reserve Rye Whiskey 750ml,"Buy this rye, you will not be disappointed. It is consistently very good for a great price.",Unbelievable Value!
Darby'S Reserve Rye Whiskey 750ml,We love trying new whiskeys and this is a good one. We will buy it again,Excellent
Darby'S Reserve Rye Whiskey 750ml,Smooth taste and nice oak flavor,Tasty.
Darby'S Reserve Rye Whiskey 750ml,"Smooth, can sip or mix",Fan Favorite
Darby'S Reserve Rye Whiskey 750ml,"This is my third time buying it, it’s my go to Rye.",Very Smooth.. Makes A Great Manhattan.
Darby'S Reserve Rye Whiskey 750ml,,Smooth.
Darby'S Reserve Rye Whiskey 750ml,"I have had better ryes, but good mixer at reasonable price.",Good Taste At Better Price.
Darby'S Reserve Rye Whiskey 750ml,Very smooth whiskey; I make my Old Fashioned using this whiskey.,Great Whiskey For Old Fashioneds
Darby'S Reserve Rye Whiskey 750ml,,
Darby'S Reserve Rye Whiskey 750ml,,
Darby'S Reserve Rye Whiskey 750ml,"I really like this reasonably priced, Slightly spicy rye in a Manhattan. Has a new bottle shape...I liked the old one better. I've bought this a few times now and the bottles are very consistent. The price is really attractive and I'll keep one on hand as an introductory example for the ""Bourbon only"" crew!",Good...Not Great
Darby'S Reserve Rye Whiskey 750ml,"This rye is smoothe as silk with big, bold flavors. Makes a manhattan to die for.",Great Rye For The Money
Darby'S Reserve Rye Whiskey 750ml,I bought this since I have bought it before and thought it was pretty good. This is a different shaped bottle and definitely a different taste. Will not buy again.,Average For A Rye
Darby'S Reserve Rye Whiskey 750ml,This is a nice Rye Whiskey at 90 proof at the $20 price point tastes more like a $35 bottle. Highly recommended for the Friday night you are home and need a smooth glass but don't need to open up a $35 bottle.,Punches Well Above Its Weight Class
Darby'S Reserve Rye Whiskey 750ml,This rye whiskey punches well above its class. Great spice notes while being pleasant on the palate. Drinks like a more expensive rye but without the higher cost.,Great Bargain
Darby'S Reserve Rye Whiskey 750ml,This had the basic Rye flavor but it was not good. Headache the next day. It was cheaper than most of the others. It’s not a good sipping drink. Needs to be mixed to cover up the flavor.,Not The Best
Darby'S Reserve Rye Whiskey 750ml,very smooth on the rocks,This Is Not Your Grandpas Rye
Darby'S Reserve Rye Whiskey 750ml,Reasonable price but taste nothing special. Prett bland.,Meh
Darby'S Reserve Rye Whiskey 750ml,"I usually drink the Bulleit Rye, but it has been consistently going up in price, so I tried the Darby, it is about $5.00 cheaper. My wife summed it up....""I like the Bulleit better..."" I'd have to agree, perhaps I have developed a preference for the Bulleit flavor, but I do prefer it to the Darby. It was not bad, just not as good.","Good, Not Great"
Darby'S Reserve Rye Whiskey 750ml,,
Darby'S Reserve Rye Whiskey 750ml,Bullet is my brand. They were out so I chose this. BAD CHOICE! Won’t even get it again to fill in.,Terrible
Darby'S Reserve Rye Whiskey 750ml,"Tried all types of whiskies, bourbons, and scotches over the years, and this rye for the money is now for the price point one of my favorites. A smooth yet bold taste with a spicy finish!",Spicy Finish
Darby'S Reserve Rye Whiskey 750ml,"Bought this hoping it would be a decent rye, but the smoothness combined with the smokey/woody taste gave such a deep flavor that I'll be buying this many times in the future!",Excellent Rye Whiskey!
Darby'S Reserve Rye Whiskey 750ml,Will buy again,Fabulous
Darby'S Reserve Rye Whiskey 750ml,It was decent but nothing to rave about.,Reasonable Price!
Darby'S Reserve Rye Whiskey 750ml,"I was looking for good cheaper ryes for my cocktails and I came across this. It was just weird and funky. I gave it time and it just wouldn’t get better. Trust me and just pass, this stuff just isn’t the quality I hoped it would be and I know Rye.",Just Pass
Darby'S Reserve Rye Whiskey 750ml,,
Darby'S Reserve Rye Whiskey 750ml,Excellent value.,Consistent Taste And Quality.
Darby'S Reserve Rye Whiskey 750ml,Great flavor. On a par with Bulleit but at a better price.,Darby’S Reserve Rye
Darby'S Reserve Rye Whiskey 750ml,"Very pleasant rye whiskey, easy sipping.",Nice Rye Whiskey
Darby'S Reserve Rye Whiskey 750ml,,2 Ratings-Only Reviews
Darby'S Reserve Rye Whiskey 750ml,"I don't recall why I started drinking rye whiskey, but I was barely legal at the time. At any rate, I have always kept a rye in my spirits cabinet, and these days, Darby's Reserve is my go-to rye. Very decent for the price, with a taste that hints at the high-rye Canadians like Seagram's VO. Just one thing - they recently changed from a round bottle to a flask-type bottle, which is no big deal, but they went from a cork stopper to a rubber stopper. That thing is a major pain to get out of the neck! Didn't anybody test the new stopper? How are you supposed to take a drop for your arthritis pain when you can't open the bottle?",I'D Like To Try A Little Rye
Darby'S Reserve Rye Whiskey 750ml,It was recommended to me by a sales person. Very smooth and great favor.,Great Rye Whiskey
Darby'S Reserve Rye Whiskey 750ml,An adequate rye for mixed drinks.,Meh.
Darby'S Reserve Rye Whiskey 750ml,Nice but not great. Smooth and soft but short on traditional rye spice.,Short In Flavor
Darby'S Reserve Rye Whiskey 750ml,"I don’t typically venture into rye but the price was cheap enough I figured I’d give it a try. Nose is vanilla, slight black pepper and a dustyness. Flavor is sappy, some vanilla, and it has a strong alcohol flavor.... not much else going on in the flavor department. Not a very pleasant whiskey but it is tolerable.",Drinkable...
Darby'S Reserve Rye Whiskey 750ml,"Great price probably because this only spent 6 months in the barrel. It need to go back for awhile longer. Definely a low rye. Weak, sweet nose almost like bourbon. Th initial taste is not bad, some rye spice, cinnamon and a bit of vanilla. After the initial taste you get some burn from the unaged alcohol. Overall its boring and there are better options at the price.",Forgettable
Darby'S Reserve Rye Whiskey 750ml,Skip it. Doesn’t drink like a rye. No spice no depth.,GREAT PRICE NO FLAVOR
Darby'S Reserve Rye Whiskey 750ml,,Makes My Manhattans Even Better
Darby'S Reserve Rye Whiskey 750ml,"It tastes like a cheap, nasty bourbon, and it makes my hair stand up when I taste it. No wonder I found 1/4 of a bottle on a back shelf? This stuff is an abomination. I'd give it a negative five. It is that bad. The rest of the bottle is going into the sewer? And, dudes? I'VE NEVER DONE THAT BEFORE?",They Call This A RYE?
Darby'S Reserve Rye Whiskey 750ml,Very good ride whiskey enjoyed it bang for your buck absolutely great,Very Good Right Whiskey Enjoyed It Bang For Your B
Darby'S Reserve Rye Whiskey 750ml,This is a good rye whiskey for whiskey sour. Perfectly balance like all things should be.,Whiskey!!
Darby'S Reserve Rye Whiskey 750ml,"I prefer a rye with a little more bite, but this was close and I did enjoy it.",Good Rye
Darby'S Reserve Rye Whiskey 750ml,"Very good, a little of the Rye spicy notes, but not harsh and very smooth. It compares well with Bullit Rye, and pairs great with an Old Fashioned.",As Good As Bullit ARyw
Darby'S Reserve Rye Whiskey 750ml,I've purchased quite a few different Bourbons thought I would give this one a shot. Not too impressive a little rough however not a bad buy for under $20.,Decent For The Price
Darby'S Reserve Rye Whiskey 750ml,"My wife and I really like Darby's. It's bold and full of flavor without being over the top in your face, so it's a good starting point for bourbon people who want to start moving into rye without breaking the bank.","Fantastic Flavorful Rye, Great Value"
Darby'S Reserve Rye Whiskey 750ml,Very mellow and smooth rye whiskey. Excellent for Mahattans and Old Fashions.,Mellow Rye Whiskey
Darby'S Reserve Rye Whiskey 750ml,Did not taste what others describe when giving this whiskey high marks. Bordered on unpleasant for my palate.,"Great Label, Not So Great Rye."
Darby'S Reserve Rye Whiskey 750ml,"Nice, smooth, substantial body and flavor, and the price is not too bad. This disappeared pretty quickly.","I'M No Rye Whiskey Expert, But..."
Darby'S Reserve Rye Whiskey 750ml,"Has decent taste. Around the same price range as Redemption Rye, for a couple $ less not nearly as good as Redemption to drink neat or with a couple cubes. Might make a decent manhattan or old fashioned, otherwise not that great.",Mediocre For The Money
Darby'S Reserve Rye Whiskey 750ml,I bought it as an impulse buy based on the claim it was a gold medal winner. I'm not impressed.,Darby'S Reserve Rye Whiskey
Darby'S Reserve Rye Whiskey 750ml,"I purchased this on the advice of the salesperson for making manhattans. It is perfect, smooth and tasty. Makes a great Manhattan !",Salesperson Recommendation Right On The Mark!
Darby'S Reserve Rye Whiskey 750ml,It's not as spicy as the rye I love most....it's a bit sweeter. It's great for the price.,A Good Bargain
Darby'S Reserve Rye Whiskey 750ml,Shady of TW to make this bottle look similar to Russell’s Reserve. I’d suggest any Russell’s Reserve or Wild Turkey product over this.,Cheap Copycat Bottle
Darby'S Reserve Rye Whiskey 750ml,First time I tried Darby. Smoothest whiskey for the price point. Total surprise $22 beats the $60 stuff.,Smoothest Whisky For Tripple The Price
Darby'S Reserve Rye Whiskey 750ml,Darby’s Rye is delicious and makes a great Manhattan. Great product at a great price.,My ‘Go To’ Rye
Darby'S Reserve Rye Whiskey 750ml,"I don't have the vernacular for rating liquor. But in the past 25 years of drinking whisky, I never had such rich flavored Rye. Maybe I never tried the ultra high-end ones. But the ones that I have drunk in the $20 - 30 per 750ml range can't compared to this new find. Highly recommend it to be enjoyed neat.",Great Rye Whisky
Darby'S Reserve Rye Whiskey 750ml,"Good whiskey, nice flavor. I will buy it again",Nice Whiskey
Darby'S Reserve Rye Whiskey 750ml,I'm a regular rye drinker. I've tried dozens of rye whiskies which I drink neat to experience the full taste. In my opinion Darby's Reserve Rye rates at the top with some very expensive ones that I've sampled. For the price you can't go wrong to try a bottle.,My Go-To-Rye
Darby'S Reserve Rye Whiskey 750ml,I'm a regular rye drinker. I've tried dozens of rye whiskies which I drink neat to experience the full taste. In my opinion this whiskey rates at the top with some very expensive ones that I've sampled. For the price you can't go wrong to try a bottle.,My Go-To Rye
Darby'S Reserve Rye Whiskey 750ml,I've been sold into it by a shelf talker... well I loved it for the price. Everyday rye. You should try - can't regret for the price,Awesome For The Price
Darby'S Reserve Rye Whiskey 750ml,,2 Ratings-Only Reviews
Darby'S Reserve Rye Whiskey 750ml,This is by far the worst bourbon I've tried,Tastes Like Cardboard
Darby'S Reserve Rye Whiskey 750ml,"Darby's Reserve and Copper Pony Rye are both bottled in South Carolina. After sampling both, side by side, I'd guess that they're both distilled by the same folks. The taste is indistinguishable, one from the other. My preference, for years, was the hard to find Sazerac Rye. Of late I've discovered Rittenhouse Rye, distilled and bottled by the Old heaven Hill Distillery. I think Rittenhouse and Michter's Rye may be setting the standard for rye whiskey. While I think Darby's Reserve has merit, for a similar price, I prefer Rittenhouse.",A Decent Rye Whiskey But Not Extraordinary
Darby'S Reserve Rye Whiskey 750ml,Best rye I've ever had! This rye is far superior to the much acclaimed Knob Creek. You won't be disappointed!,Amazing Rye
Darby'S Reserve Rye Whiskey 750ml,"I'm relatively new to better Whiskeys, but compared this side by side with Makers Mark Bourbon, and this was just as smooth. Not bad considering its about 25% less expensive!",Very Smooth
Darby'S Reserve Rye Whiskey 750ml,Very nice served up neat the big bottle taste just as good a the little one. Way better than Bulliet Rye.,A Darn Good Rye Wisky
Darby'S Reserve Rye Whiskey 750ml,Im not to fond of Rye Wiskeys but the quality of this one is dead on. I prefer mine neat but even on the rocks this rye rocks!,Ultimate Rye No Lie
Darby'S Reserve Rye Whiskey 750ml,"I took advantage of the spirits direct sale to try some rye whiskey to make manhattan's and old fashioneds the way they were originally made. Wow, very nice. My wife really loves the flavor of the rye whiskey, as do I. I am wondering what it is about rye, as I really like Polish rye vodka as well. The Darby's has a great smooth flavor and nice finish.","Very Smooth, Slight Sweet Taste"
Darby'S Reserve Rye Whiskey 750ml,There is something wrong with the flavor profile of this whiskey. I have heard that it is not aged like other rye whiskeys. It took me a long time to finish the bottle. I would look elsewhere.,No
Darby'S Reserve Rye Whiskey 750ml,Totally lacking in individual style or flavor. A bland slightly funky taste. Boring and uninteresting.,Terrible Rye
Darby'S Reserve Rye Whiskey 750ml,"I discovered recently that my newly formed rye whiskey love was born mostly from MGP distilled rye whiskey, then aged in one fashion or another by the companies who purchase the distillate from MGP. Bulleitt, James Pepper 1776, and Templeton were early rye favorites. Angel's Envy Rye is my favorite. They are all sourced from MGP. Darby's Reserve Rye Whiskey is entirely another animal. TotalWine in Seattle (Northgate# features Darby's with a recommendation from the store manager on a printed placard on the shelf. Jeff happened to be nearby and answered my questions about Darby's. It has a different process #I think he said a vacuum still) and is ""aged for months"". I didn't know whether to be intrigued or disgusted by that. I bought a 750mL bottle and find it very interesting in the glass. The aroma is quite unusual with some leather notes and a type of sweet candy like smell. That was odd. But the taste is smooth and really pretty nice. It is a nice contrast to Rittenhouse Rye, my current budget favorite. It is good to have options and some variety. I think the point for me is that the taste of a rye whiskey shouldn't be contained within MGP or similar constraints. I will buy this again sometime in the future. But right now there are many rye whiskies to try.",Very Smooth Pleasant Taste With An Odd Nose
Darby'S Reserve Rye Whiskey 750ml,I thought I would try this rye as it was from South Carolina and wasn't an expensive experiment. Wasn't anything like aged ryes that I enjoy. Have it at my bar but can't even offer it to guests with good conscience.,Don'T Bother
Darby'S Reserve Rye Whiskey 750ml,"This stuff is pretty decent. In the $21 range, I usually go for Wild Turkey 101. About to try Old Grand Dad 114 (next visit). I like high alcohol content bourbon/rye - leaning on the rye side. A lot of people (hence bourbon chef) knock this...but it is what it is. Good stuff for $21. For a few more, I may go to Dickel Rye. A couple more even, Bulleit Rye (fantastic for the price). Keep going up in price, and the options continue...BUT for $21...this stuff's tasty.",Bang For The Buck
Darby'S Reserve Rye Whiskey 750ml,"The only reason why this got 1 star from me was because there was nothing smaller to choose from. I could not even finish one glass before I gave up on this one. I should have known something was wrong when the nose reminded me of some artificially flavored kid's drink. The actual flavor that followed was much worse. There are much better bottle out there in this price range. Spend a couple of bucks more and get a bottle of Bulleit Rye, you will be glad you did.",Not Good Enough To Be Called Whiskey
Darby'S Reserve Rye Whiskey 750ml,I tried this rye on a whim and am not impressed. There is definitely something off on the flavor. I think the other review got it just about right: it tastes the way a campfire smells after you douse it with water... Will not be purchasing again and I would not recommend wasting your money..,Not Worth It
Darby'S Reserve Rye Whiskey 750ml,"It's a processed Rye and not aged but that being said, it's not bad. It does have some kind of artificial aftertaste. I liken it to the difference between Coke and Diet Coke. Almost but not quite. It should be cheaper....",It'S Not Bad...
Darby'S Reserve Rye Whiskey 750ml,I have been drinking rye for a couple years now. I have tried several. This one was not among my favorites. Another reviewer mentioned aftertaste. I have to agree. It had a strange aftertaste. The nearest flavor I can associate with it is pickles. Didn't like. Won't buy again.,It Was Odd
Darby'S Reserve Rye Whiskey 750ml,Ridiculously good for 21 bucks. Very smooth with an immediate nectar y sweetness that lingers on the palate. I have been looking for something that I can drink every day and keep my Obon 14 for occasional imbibing.,A No Brainer At This Price.
Darby'S Reserve Rye Whiskey 750ml,"Never heard of this before, but I thought I'd try it. Quite nice. Especially at this price. A very decent straight rye.",A Decent Rye At A Decent Price
Darby'S Reserve Rye Whiskey 750ml,,2 Ratings-Only Reviews
Hickory Hill 100% Rye Whiskey 750ml,We really enjoyed this. Very smooth.,Smooth
Hickory Hill 100% Rye Whiskey 750ml,This is a great whiskey! I was skeptical because of the mixed reviews and I couldn’t find much content about it but this whiskey is exceptional. It’s has the typical rye spice but drinks very smooth considering. It has a long finish. Let it open up and the flavors will not disappoint.,Solid
Hickory Hill 100% Rye Whiskey 750ml,I was very surprised by this whiskey. Great on the rocks.,Smooth And Clean
Hickory Hill 100% Rye Whiskey 750ml,"The rye has a decent amount of spiciness to not get lost in the vermouth sweetness of a Manhattan (even better with a split of sweet and dry vermouths). And at this reasonable price point you don't feel like you're wasting the whiskey in a mixed drink. I like it neat, as well - woody and caramelly",Good For Manhattans
Hickory Hill 100% Rye Whiskey 750ml,I am in the process of trying each of the Hickory Hill Bourbons. The rye had a good taste to it.,Great Brand.
Hickory Hill 100% Rye Whiskey 750ml,,
Hickory Hill 100% Rye Whiskey 750ml,"I try a different rye each time I buy, plus my standbys. Very disappointed in Hickory Hill.",Not As Good As I Hoped
Jefferson'S Straight Rye Whiskey Cognac Finish 750ml,,
Jefferson'S Straight Rye Whiskey Cognac Finish 750ml,,
Jefferson'S Straight Rye Whiskey Cognac Finish 750ml,,
Jefferson'S Straight Rye Whiskey Cognac Finish 750ml,I love rye bourbons but especially ones that have either a cognac or rum cask,Love Ryes
Jefferson'S Straight Rye Whiskey Cognac Finish 750ml,I tried the Oceans at a fine restaurant and was amazed. Went to Total Wine the next day and saw this next to Oceans and opted for the rye and have to say it is not nearly as interesting and deep as Oceans. I’d opt for an Angels Envy rye over this 10:1.,"Solid, But There Are Better"
Jefferson'S Straight Rye Whiskey Cognac Finish 750ml,"Pouring out the first glass of this Jefferson leaves me with disappointment. My experience with finished ryes are solely and pleasantly with Angel's Envy; setting the bar for exotic and wild flavors. It is by no means distasteful, and I look forward to drinking it again, however, it lacks the flavors and nuances expected from cognac casks, especially for the price. It is on par with Woodinville rye or a proofed down Wilderness Trail single barrel rye. You'll be pleasantly greeted with a forward honey sweetness, rich cinnamon spice, mild tannins, and warm after taste. I recommend trying Jefferson's rye, but maybe at a bar or a friend's house, or else you'll be left with a $50 whiskey at a $75 price.",A Good Rye (But Not A Finished One)
Redwood Empire Emerald Giant Rye Whiskey 750ml,"I just picked this up a couple of days ago and while it is smooth and has a nice finish, it is boring and doesn't quite offer up much more than the initial flavor profile. I expected big things from reviews online but was let down. Is it bad? No, but I wish it was a little higher in proof and with a little more complexity.",Smooth But Boring
Redwood Empire Emerald Giant Rye Whiskey 750ml,,
Redwood Empire Emerald Giant Rye Whiskey 750ml,This was referred to me by a work colleague. It is spicy and smooth all at the same time. Honestly it has made some of my other favorite ryes take a back seat. This is just better than many,Excellent Rye For Your Manhattans
Cali Mavericks DoubleWood Whiskey Barrel Select 750ml,"The combination of American oak and French toasted oak work well together. The flavors of coco, coffee and caramel are very inviting on the palate. This is a very pleasing whiskey, with a smooth enjoyable finish. I'm on my 2nd bottle now. If this whiskey came in a cask strength, it would be on another level.",Great Quality With
Cali Mavericks DoubleWood Whiskey Barrel Select 750ml,NICE,Nice
Cali Mavericks DoubleWood Whiskey Barrel Select 750ml,"Given as a gift and they enjoyed and called it ""pretty good"".",Cali Mavericks DoubleWood Whiskey Barrel Select
Cali Mavericks DoubleWood Whiskey Barrel Select 750ml,"Purchased this spirit recommended by an employee, Mavericks, and Riptide, both bottled by Cali Distillery are equally amazing! I enjoy them on the rocks, slow sipping whisky.",Smooth As Silk
Cali Mavericks DoubleWood Whiskey Barrel Select 750ml,I did not know what to expect from a distillery I have never heard of but I am so happy I gave it a try. This is a smooth sipping whiskey with very little burn and a beautiful smell and flavor. I would expect to pay a good amount more for a flavor profile such as this. I will be buying this again.,Amazing Find
Angel'S Envy Bourbon 750ml,,
Angel'S Envy Bourbon 750ml,,
Angel'S Envy Bourbon 750ml,One of the best Bourbons under $60.,Surprisingly Superb!
Angel'S Envy Bourbon 750ml,,
Angel'S Envy Bourbon 750ml,,
Angel'S Envy Bourbon 750ml,,
Angel'S Envy Bourbon 750ml,I love being able to hive liquor as a gift and have it delivered. Always a welcome surprise.,Happy Birthday
Angel'S Envy Bourbon 750ml,Don't waste your money. Way over priced !,Poor Flavor
Angel'S Envy Bourbon 750ml,"Very smooth. Cool bottle too. Price point a little too high IMO, so that's why the 4*, but a very good bourbon.",Smooth But A Bit Pricey
Angel'S Envy Bourbon 750ml,,
Angel'S Envy Bourbon 750ml,Very Smooth. Well worth the price.,Delish
Angel'S Envy Bourbon 750ml,,
Angel'S Envy Bourbon 750ml,Always consistent.,Angel'S Fan
Angel'S Envy Bourbon 750ml,,
Angel'S Envy Bourbon 750ml,Very good and smooth.,Angles Envy
Angel'S Envy Bourbon 750ml,,
Angel'S Envy Bourbon 750ml,,
